ntraial move_ratio     potn

6851196     0.4814  -3.931902

6851304     0.4537  -3.902537

6851412     0.4351  -3.857322

6851520     0.4722  -3.859960

6851628     0.4537  -3.848989

6851736     0.5185  -3.852291

6851844     0.5185  -3.936803

6851952     0.5185  -3.931339

6852060     0.4907  -3.850814

6852168     0.5277  -3.892524

6852276     0.6388  -3.838423

6852384     0.4259  -3.878551

6852492     0.5277  -3.874028

6852600     0.5092  -3.844332

6852708     0.5277  -3.861231

6852816     0.5462  -3.836897

6852924     0.5092  -3.949595

6853032     0.5185  -3.939861

6853140     0.4907  -3.875926

6853248     0.5740  -3.861210

6853356     0.4629  -3.854865

6853464     0.4166  -3.907916

6853572     0.5185  -3.919036

6853680     0.4907  -3.896605

6853788     0.5648  -3.918439

6853896     0.4814  -3.931904

6854004     0.5740  -3.834961

6854112     0.4444  -3.782088

6854220     0.4814  -3.840043

6854328     0.4444  -3.881889

6854436     0.5740  -3.844358

6854544     0.4814  -3.936960

6854652     0.5185  -3.950655

6854760     0.4814  -4.053240

6854868     0.5092  -4.037056

6854976     0.4722  -3.926566

6855084     0.4444  -3.863121

6855192     0.4814  -3.828489

6855300     0.5277  -3.789525

6855408     0.5277  -3.746268

6855516     0.5370  -3.779588

6855624     0.5462  -3.869330

6855732     0.5370  -3.913900

6855840     0.5648  -3.889865

6855948     0.5648  -3.899086

6856056     0.5833  -3.800373

6856164        0.5  -3.841089

6856272     0.4166  -3.893972

6856380     0.5092  -3.861176

6856488     0.4722  -3.910161

6856596     0.4907  -3.954464

6856704     0.4814  -3.933976

6856812     0.5370  -3.867926

6856920     0.5185  -3.781977

6857028     0.4629  -3.896646

6857136     0.5555  -3.897669

6857244     0.4814  -3.928775

6857352        0.5  -3.880589

6857460     0.5185  -3.858372

6857568        0.5  -3.935717

6857676     0.4629  -3.882545

6857784     0.3888  -3.937292

6857892     0.4907  -3.940563

6858000     0.4259  -3.914318

6858108     0.4259  -3.784268

6858216     0.4351  -3.798688

6858324     0.4537  -3.810956

6858432     0.3888  -3.816403

6858540     0.4259  -3.781068

6858648     0.5092  -3.838939

6858756     0.5648  -3.849128

6858864     0.5740  -3.915088

6858972        0.5  -3.937457

6859080     0.6296  -3.928550

6859188     0.5092  -3.892978

6859296     0.5277  -3.879883

6859404     0.5370  -3.893115

6859512     0.5370  -3.947099

6859620     0.5370  -3.972000

6859728     0.6296  -3.936737

6859836     0.4907  -3.845590

6859944     0.5648  -3.819485

6860052     0.5277  -3.864982

6860160     0.5092  -3.952126

6860268     0.4166  -3.994253

6860376     0.5462  -3.964353

6860484     0.5925  -3.937800

6860592     0.4537  -3.931804

6860700     0.4444  -3.916848

6860808     0.5092  -3.877227

6860916     0.4722  -3.869678

6861024     0.5277  -3.887666

6861132     0.4907  -3.878150

6861240     0.4444  -3.956501

6861348     0.5555  -4.024653

6861456     0.5185  -3.971504

6861564     0.5092  -3.969952

6861672     0.4907  -3.982212

6861780     0.4537  -3.921605

6861888        0.5  -3.860869

6861996        0.5  -3.905669

6862104     0.4444  -3.886157

6862212     0.5462  -3.810413

6862320     0.5185  -3.818981

6862428     0.4444  -3.852773

6862536     0.4629  -3.835484

6862644     0.5277  -3.793145

6862752     0.5740  -3.842874

6862860     0.5555  -3.878629

6862968     0.4722  -3.813836

6863076     0.5648  -3.752349

6863184     0.3611  -3.805395

6863292     0.4907  -3.808343

6863400     0.4722  -3.821850

6863508     0.4907  -3.786492

6863616     0.4537  -3.813440

6863724     0.4629  -3.829861

6863832     0.5092  -3.729950

6863940     0.4907  -3.790155

6864048     0.4907  -3.828359

6864156     0.5370  -3.724590

6864264     0.4814  -3.745281

6864372     0.4907  -3.872857

6864480     0.5833  -3.815948

6864588     0.4629  -3.877705

6864696     0.5277  -3.956494

6864804     0.4814  -4.014896

6864912     0.4814  -3.974406

6865020     0.5185  -3.933821

6865128     0.5277  -3.884634

6865236     0.4074  -3.897795

6865344     0.5833  -3.930252

6865452     0.5092  -3.919180

6865560        0.5  -3.956519

6865668     0.4259  -3.952940

6865776     0.4907  -3.918846

6865884     0.5092  -3.904216

6865992     0.5092  -3.865062

6866100     0.4907  -3.900695

6866208     0.5277  -3.825968

6866316     0.4444  -3.908826

6866424     0.5370  -3.846641

6866532     0.4166  -3.877574

6866640        0.5  -3.815823

6866748     0.5555  -3.869296

6866856        0.5  -3.900300

6866964     0.5462  -3.871487

6867072     0.5370  -3.832935

6867180     0.4907  -3.829288

6867288     0.4907  -3.841259

6867396     0.5833  -3.898237

6867504     0.4722  -3.921103

6867612     0.5092  -3.844381

6867720     0.5555  -3.876693

6867828     0.4907  -3.893894

6867936     0.5185  -3.902725

6868044     0.4166  -3.930526

6868152     0.5277  -3.871079

6868260     0.5555  -3.697004

6868368     0.4907  -3.732656

6868476     0.4722  -3.826808

6868584     0.4166  -3.873583

6868692     0.4259  -3.846984

6868800     0.4907  -3.795618

6868908     0.4907  -3.876172

6869016     0.5092  -3.864435

6869124     0.5185  -3.897602

6869232     0.5462  -3.811540

6869340     0.4907  -3.820572

6869448     0.4722  -3.724347

6869556     0.6203  -3.786496

6869664     0.4537  -3.759630

6869772     0.5648  -3.787236

6869880     0.5185  -3.825379

6869988     0.4259  -3.807210

6870096     0.4444  -3.835455

6870204     0.5648  -3.842310

6870312     0.5185  -3.875030

6870420        0.5  -3.833742

6870528     0.4722  -3.841910

6870636     0.5092  -3.888744

6870744     0.5370  -3.800247

6870852     0.4444  -3.889198

6870960     0.5740  -3.768025

6871068     0.5185  -3.895110

6871176     0.5462  -3.891851

6871284     0.4814  -3.902426

6871392     0.5740  -3.889886

6871500     0.5370  -3.942927

6871608     0.4629  -3.936840

6871716     0.4351  -3.880280

6871824     0.4907  -3.890816

6871932     0.5370  -3.856468

6872040     0.4814  -3.869414

6872148     0.5277  -3.844242

6872256     0.5740  -3.862648

6872364     0.5277  -3.931875

6872472     0.5462  -3.956072

6872580     0.5185  -4.054594

6872688     0.4907  -3.905293

6872796     0.4722  -3.968809

6872904        0.5  -3.987426

6873012     0.5185  -4.018195

6873120     0.5185  -4.029751

6873228     0.4444  -4.035379

6873336     0.5092  -3.958462

6873444     0.5555  -3.902939

6873552     0.4814  -3.839305

6873660     0.4444  -3.914296

6873768     0.5277  -3.938807

6873876     0.5092  -3.904170

6873984     0.6851  -3.864351

6874092     0.4537  -3.941785

6874200     0.4907  -3.975189

6874308     0.4814  -3.996580

6874416     0.5185  -3.965570

6874524     0.5833  -4.021624

6874632     0.5277  -4.014672

6874740     0.5277  -3.941999

6874848     0.5648  -3.964103

6874956     0.4722  -3.913368

6875064     0.5277  -3.860353

6875172     0.4629  -3.891696

6875280     0.5277  -3.981185

6875388     0.4074  -3.971729

6875496     0.6018  -3.963163

6875604     0.5277  -3.899920

6875712     0.4629  -3.928875

6875820     0.4907  -3.905774

6875928     0.4907  -3.909821

6876036     0.4814  -3.920072

6876144     0.4907  -3.885455

6876252     0.4814  -3.832262

6876360     0.5462  -3.875980

6876468     0.5555  -3.898392

6876576     0.5277  -3.926638

6876684     0.4722  -3.886235

6876792     0.4259  -3.904568

6876900     0.5185  -3.972651

6877008     0.5185  -4.043104

6877116     0.4351  -4.049509

6877224     0.4444  -3.979410

6877332     0.5462  -3.991904

6877440     0.5462  -3.952420

6877548     0.5092  -3.878471

6877656     0.4351  -3.807665

6877764     0.6018  -3.800296

6877872     0.4722  -3.809799

6877980        0.5  -3.883055

6878088     0.5462  -3.830621

6878196     0.5370  -3.872248

6878304     0.5370  -3.909128

6878412     0.4444  -3.893697

6878520        0.5  -3.918966

6878628     0.4537  -3.871177

6878736     0.5185  -3.880039

6878844     0.6018  -3.781481

6878952     0.5185  -3.867959

6879060     0.4259  -3.870774

6879168     0.4444  -3.842728

6879276     0.5925  -3.860785

6879384     0.5555  -3.931658

6879492     0.4722  -3.974376

6879600     0.3981  -3.901982

6879708     0.5648  -3.883934

6879816     0.4907  -3.802472

6879924     0.5092  -3.775714

6880032     0.5370  -3.816392

6880140     0.5462  -3.817892

6880248     0.5092  -3.892698

6880356     0.4814  -3.856859

6880464        0.5  -3.896598

6880572     0.4722  -3.933527

6880680     0.4907  -3.851785

6880788     0.5277  -3.880818

6880896     0.4444  -3.891581

6881004     0.4722  -3.867191

6881112     0.5092  -3.900586

6881220     0.5370  -3.837653

6881328     0.4814  -3.883006

6881436     0.4907  -3.900054

6881544     0.5925  -3.934344

6881652     0.5277  -3.941410

6881760     0.5648  -3.904116

6881868     0.5370  -3.943364

6881976     0.4537  -3.955096

6882084     0.4537  -3.985249

6882192     0.5555  -3.957779

6882300     0.5185  -4.031289

6882408     0.4537  -3.927967

6882516     0.4537  -3.850665

6882624     0.4444  -3.878492

6882732     0.5092  -3.948297

6882840     0.4629  -3.876759

6882948     0.4444  -3.765033

6883056     0.5092  -3.824610

6883164     0.4814  -3.889425

6883272     0.5555  -3.855685

6883380     0.4259  -3.795508

6883488        0.5  -3.809852

6883596     0.5277  -3.857066

6883704     0.5092  -3.831296

6883812        0.5  -3.859903

6883920     0.4537  -3.838430

6884028        0.5  -3.862510

6884136     0.4537  -3.781607

6884244     0.4537  -3.875579

6884352     0.5462  -3.831230

6884460     0.4907  -3.963387

6884568        0.5  -3.939321

6884676     0.6018  -3.904738

6884784     0.4537  -3.937819

6884892     0.3981  -3.919710

6885000        0.5  -3.949566

6885108     0.4722  -3.914828

6885216     0.5555  -3.845051

6885324     0.4444  -3.884051

6885432     0.5092  -3.783608

6885540     0.5462  -3.770465

6885648     0.4537  -3.800411

6885756     0.4166  -3.791654

6885864     0.5555  -3.876988

6885972     0.4351  -3.850462

6886080     0.4814  -3.840309

6886188     0.6018  -3.818045

6886296        0.5  -3.866741

6886404     0.5555  -3.952459

6886512     0.5277  -3.983603

6886620     0.4629  -3.982419

6886728     0.4629  -3.956764

6886836        0.5  -3.967269

6886944     0.5185  -3.910204

6887052     0.4722  -3.970631

6887160     0.5092  -3.972260

6887268     0.5185  -3.899003

6887376     0.4722  -3.922484

6887484     0.4537  -3.903498

6887592     0.5092  -3.889119

6887700     0.5648  -3.957207

6887808     0.4722  -3.910749

6887916     0.5277  -3.841277

6888024     0.5555  -3.902830

6888132     0.4074  -3.894760

6888240     0.5185  -3.868172

6888348     0.4629  -3.836146

6888456     0.5185  -3.888374

6888564     0.5277  -3.890313

6888672     0.4629  -3.959074

6888780     0.3981  -3.972727

6888888     0.5092  -3.888229

6888996     0.5092  -3.871147

6889104     0.4259  -3.904787

6889212     0.5555  -3.923636

6889320     0.5092  -3.871142

6889428     0.4722  -3.895244

6889536     0.5370  -3.878537

6889644     0.4629  -3.836618

6889752     0.4722  -3.890175

6889860     0.4444  -3.867000

6889968     0.5277  -3.819116

6890076     0.5462  -3.776563

6890184     0.5648  -3.863274

6890292     0.5370  -3.922173

6890400     0.4907  -3.929674

6890508     0.5277  -4.048719

6890616     0.5462  -3.919311

6890724     0.5277  -3.967885

6890832     0.5370  -3.928175

6890940     0.5555  -3.943411

6891048     0.4814  -3.888982

6891156     0.3981  -3.896134

6891264     0.4537  -3.845661

6891372     0.4722  -3.842630

6891480     0.4814  -3.789246

6891588     0.4722  -3.941294

6891696     0.5740  -3.948478

6891804     0.5185  -3.934585

6891912     0.4907  -3.923530

6892020     0.3888  -3.965291

6892128     0.5185  -3.987681

6892236     0.5185  -4.021467

6892344     0.5185  -4.004086

6892452     0.5092  -4.095787

6892560     0.4537  -4.014391

6892668     0.5185  -3.999716

6892776     0.4629  -3.994669

6892884     0.5092  -3.952731

6892992     0.4537  -3.996740

6893100     0.4629  -4.061316

6893208     0.4814  -3.984949

6893316     0.4259  -3.908607

6893424     0.5555  -3.897006

6893532     0.4629  -3.913850

6893640     0.4814  -3.879847

6893748     0.4537  -3.882947

6893856     0.4351  -3.821506

6893964     0.5925  -3.884036

6894072     0.5277  -3.896190

6894180     0.4907  -3.911941

6894288     0.4814  -3.916133

6894396     0.5925  -3.822160

6894504     0.4722  -3.757771

6894612     0.4814  -3.840497

6894720     0.4629  -3.752719

6894828     0.4259  -3.766850

6894936     0.5462  -3.811955

6895044     0.4722  -3.857454

6895152     0.4814  -3.860047

6895260     0.4537  -3.881261

6895368        0.5  -3.801666

6895476     0.4907  -3.821509

6895584     0.5277  -3.832269

6895692     0.5555  -3.762422

6895800     0.5185  -3.831242

6895908     0.5370  -3.833829

6896016     0.5648  -3.782863

6896124     0.5833  -3.833206

6896232     0.4351  -3.821443

6896340        0.5  -3.948786

6896448     0.3518  -3.846269

6896556     0.5092  -3.906282

6896664     0.5462  -3.957167

6896772        0.5  -3.952767

6896880     0.5648  -3.948784

6896988     0.4814  -3.981440

6897096     0.5462  -3.955566

6897204     0.4444  -3.921064

6897312     0.5277  -3.950766

6897420     0.4722  -3.908763

6897528     0.5462  -3.920533

6897636     0.4629  -3.955490

6897744     0.5740  -3.861790

6897852     0.4907  -3.835839

6897960        0.5  -3.880500

6898068     0.5555  -3.873787

6898176     0.4814  -3.875714

6898284     0.4074  -3.876692

6898392     0.5185  -3.861781

6898500     0.4537  -3.859237

6898608     0.4351  -3.803022

6898716     0.5462  -3.820850

6898824     0.4537  -3.862637

6898932     0.4814  -3.785159

6899040     0.5555  -3.809153

6899148        0.5  -3.838396

6899256     0.4351  -3.857606

6899364     0.4074  -3.891932

6899472     0.4814  -3.941779

6899580     0.5925  -3.862981

6899688     0.4907  -3.832198

6899796     0.4629  -3.778397

6899904     0.4722  -3.792321

6900012     0.4907  -3.747874

6900120     0.4907  -3.827013

6900228     0.3981  -3.936241

6900336        0.5  -3.859179

6900444     0.5925  -3.940976

6900552     0.4907  -3.904434

6900660     0.4537  -3.875904

6900768     0.4074  -3.762829

6900876     0.5185  -3.706570

6900984     0.4814  -3.735679

6901092     0.5185  -3.842703

6901200     0.4259  -3.888468

6901308     0.5648  -3.888024

6901416     0.5185  -3.905552

6901524     0.4907  -3.946637

6901632     0.4722  -3.918879

6901740     0.4814  -3.844163

6901848     0.4907  -3.791708

6901956     0.4722  -3.848265

6902064     0.4629  -3.826269

6902172     0.3981  -3.875202

6902280     0.4814  -3.873680

6902388     0.5092  -3.823151

6902496     0.6388  -3.808773

6902604     0.5370  -3.721227

6902712     0.6388  -3.782401

6902820     0.4537  -3.833366

6902928     0.4537  -3.889101

6903036     0.4629  -3.906240

6903144     0.5555  -3.841786

6903252     0.5833  -3.880440

6903360     0.4444  -3.832567

6903468     0.4537  -3.780836

6903576     0.5462  -3.842046

6903684     0.5648  -3.867521

6903792     0.4722  -3.874971

6903900        0.5  -3.868079

6904008     0.5740  -3.820193

6904116     0.4537  -3.864450

6904224        0.5  -3.859374

6904332        0.5  -3.854551

6904440     0.4166  -3.833916

6904548     0.5185  -3.854108

6904656     0.4629  -3.875949

6904764     0.4351  -3.867600

6904872     0.4444  -3.781709

6904980        0.5  -3.864496

6905088     0.5092  -3.824147

6905196     0.5277  -3.833699

6905304        0.5  -3.822100

6905412     0.4074  -3.809463

6905520     0.5462  -3.837987

6905628     0.4629  -3.880899

6905736     0.5925  -3.917587

6905844     0.5277  -3.864768

6905952     0.5648  -3.861529

6906060     0.4722  -3.873984

6906168     0.4722  -3.788685

6906276     0.4814  -3.832975

6906384     0.4537  -3.826726

6906492     0.3240  -3.804075

6906600     0.4074  -3.702166

6906708     0.5092  -3.738932

6906816     0.4351  -3.826823

6906924     0.4907  -3.736022

6907032     0.4722  -3.773520

6907140     0.5648  -3.790676

6907248     0.4629  -3.837128

6907356     0.4166  -3.815632

6907464     0.6018  -3.760959

6907572     0.4444  -3.773212

6907680     0.5555  -3.857423

6907788     0.5277  -3.896691

6907896     0.6111  -3.917321

6908004        0.5  -3.910975

6908112     0.4907  -3.950953

6908220     0.4259  -3.907195

6908328     0.5740  -3.931324

6908436     0.4629  -3.886520

6908544     0.4537  -3.871952

6908652     0.4074  -3.804181

6908760     0.4444  -3.862377

6908868     0.5555  -3.824394

6908976     0.5092  -3.899771

6909084     0.5740  -3.916095

6909192        0.5  -4.008675

6909300     0.5277  -3.911134

6909408     0.4537  -3.892718

6909516        0.5  -3.941496

6909624     0.4351  -3.845876

6909732     0.4907  -3.815532

6909840     0.5092  -3.799284

6909948     0.5092  -3.893709

6910056     0.4444  -3.880360

6910164     0.4629  -3.889124

6910272        0.5  -3.910452

6910380     0.5370  -3.782688

6910488     0.5092  -3.855975

6910596     0.5925  -3.812153

6910704        0.5  -3.938313

6910812     0.4722  -3.941348

6910920     0.4259  -3.875199

6911028     0.5092  -3.933122

6911136     0.4629  -3.940291

6911244     0.4629  -3.903819

6911352     0.4722  -3.889893

6911460     0.5092  -3.934225

6911568     0.5555  -3.929047

6911676     0.5555  -3.891542

6911784     0.4351  -3.884891

6911892     0.5277  -3.911231

6912000     0.4444  -3.885848

6912108     0.5740  -3.870735

6912216     0.5555  -3.863398

6912324     0.5185  -3.908486

6912432     0.4722  -3.902768

6912540     0.4907  -3.854033

6912648     0.5370  -3.956009

6912756     0.5277  -3.937658

6912864     0.5462  -3.837918

6912972     0.5370  -3.939661

6913080     0.4537  -3.945385

6913188     0.5277  -3.916518

6913296     0.5833  -4.019269

6913404     0.5648  -4.023107

6913512     0.4537  -4.020925

6913620        0.5  -3.957880

6913728     0.5277  -3.880939

6913836     0.4444  -3.953658

6913944     0.5185  -3.846093

6914052     0.4722  -3.969826

6914160     0.4722  -3.922560

6914268     0.4444  -3.907214

6914376     0.4444  -3.914815

6914484     0.4629  -3.872141

6914592     0.4814  -3.888507

6914700     0.4907  -3.877145

6914808     0.6944  -3.889306

6914916     0.5370  -3.841508

6915024     0.4537  -3.885480

6915132     0.4814  -3.779084

6915240     0.5092  -3.782727

6915348     0.5740  -3.845296

6915456     0.4814  -3.831766

6915564     0.4351  -3.790464

6915672     0.5092  -3.795083

6915780     0.4907  -3.778710

6915888     0.5185  -3.750119

6915996        0.5  -3.776632

6916104     0.3981  -3.839972

6916212     0.5185  -3.871898

6916320     0.5740  -3.855322

6916428     0.5185  -3.819437

6916536     0.4907  -3.767398

6916644     0.5092  -3.760561

6916752     0.5185  -3.821922

6916860        0.5  -3.804240

6916968     0.5555  -3.779178

6917076     0.4629  -3.780461

6917184     0.5555  -3.763408

6917292     0.4629  -3.754434

6917400     0.5185  -3.712225

6917508     0.3981  -3.711712

6917616     0.4722  -3.823225

6917724     0.4537  -3.807073

6917832     0.4814  -3.812290

6917940     0.4166  -3.851088

6918048     0.4722  -3.902875

6918156     0.5462  -3.864860

6918264     0.5462  -3.900598

6918372     0.5370  -3.925914

6918480     0.5462  -3.952852

6918588     0.5925  -3.978256

6918696     0.5277  -3.949839

6918804        0.5  -3.890558

6918912     0.5185  -3.822882

6919020     0.4537  -3.911787

6919128     0.4629  -3.885385

6919236     0.5462  -3.872541

6919344     0.5092  -3.833842

6919452     0.4907  -3.844924

6919560     0.5833  -3.862465

6919668     0.5277  -3.854181

6919776     0.3888  -3.912066

6919884        0.5  -3.932360

6919992        0.5  -3.893559

6920100     0.5092  -3.854327

6920208     0.4259  -3.930430

6920316     0.5370  -3.937777

6920424     0.5925  -3.901589

6920532     0.5277  -3.898080

6920640     0.4814  -3.837629

6920748     0.4259  -3.800348

6920856     0.5277  -3.741715

6920964     0.5462  -3.736050

6921072     0.4629  -3.736041

6921180     0.4907  -3.736604

6921288     0.5833  -3.772266

6921396     0.6388  -3.745163

6921504     0.5185  -3.783916

6921612     0.4537  -3.841514

6921720     0.4907  -3.773000

6921828     0.5833  -3.920881

6921936     0.4629  -3.799249

6922044     0.3981  -3.843730

6922152     0.3796  -3.872147

6922260     0.4907  -3.895699

6922368     0.5370  -3.929793

6922476     0.5092  -3.864448

6922584     0.5370  -3.822987

6922692     0.4629  -3.878623

6922800     0.4629  -3.825529

6922908     0.4259  -3.859486

6923016     0.5740  -3.873266

6923124     0.5092  -3.908142

6923232     0.5370  -3.874716

6923340        0.5  -3.958543

6923448     0.5648  -3.876426

6923556     0.4629  -3.836417

6923664     0.5648  -3.833131

6923772     0.5092  -3.854644

6923880     0.3888  -3.823816

6923988     0.5185  -3.845451

6924096        0.5  -3.752907

6924204     0.5092  -3.742006

6924312        0.5  -3.709247

6924420     0.4166  -3.760710

6924528     0.5648  -3.704364

6924636     0.4537  -3.699984

6924744     0.4907  -3.806949

6924852     0.4351  -3.825033

6924960     0.5370  -3.762588

6925068     0.5648  -3.808679

6925176     0.4444  -3.830518

6925284     0.5277  -3.854313

6925392     0.6018  -3.835458

6925500     0.4537  -3.759075

6925608     0.3981  -3.758911

6925716     0.5462  -3.780878

6925824     0.5462  -3.768561

6925932     0.5648  -3.827717

6926040     0.4629  -3.807103

6926148     0.3888  -3.785371

6926256     0.4166  -3.721128

6926364     0.4444  -3.693704

6926472        0.5  -3.732793

6926580     0.5370  -3.824854

6926688     0.5370  -3.826155

6926796     0.5277  -3.830458

6926904     0.5277  -3.774115

6927012     0.4907  -3.804306

6927120     0.4629  -3.775915

6927228     0.5648  -3.834477

6927336     0.5185  -3.807792

6927444        0.5  -3.758305

6927552     0.4907  -3.802645

6927660     0.5370  -3.895649

6927768     0.6111  -3.899438

6927876     0.5370  -3.809204

6927984     0.4351  -3.832432

6928092     0.5648  -3.773534

6928200     0.4907  -3.814544

6928308     0.5277  -3.853035

6928416     0.5092  -3.820438

6928524     0.5277  -3.832458

6928632     0.4907  -3.831880

6928740     0.5833  -3.767175

6928848        0.5  -3.833867

6928956        0.5  -3.807077

6929064     0.5092  -3.836433

6929172     0.5462  -3.813467

6929280     0.4814  -3.767829

6929388     0.4814  -3.805643

6929496     0.5648  -3.791036

6929604        0.5  -3.763320

6929712     0.5092  -3.780943

6929820     0.4444  -3.857260

6929928     0.4074  -3.801512

6930036     0.5277  -3.822240

6930144     0.5185  -3.782296

6930252     0.5185  -3.758918

6930360     0.5185  -3.762583

6930468     0.5370  -3.786321

6930576     0.5185  -3.811493

6930684     0.4907  -3.878084

6930792     0.4074  -3.878913

6930900     0.5740  -3.823339

6931008     0.4629  -3.849812

6931116     0.5092  -3.889700

6931224     0.5555  -3.808746

6931332     0.4814  -3.799463

6931440     0.3981  -3.827999

6931548     0.5185  -3.847897

6931656     0.5277  -3.865625

6931764     0.5462  -3.822112

6931872     0.5185  -3.886054

6931980     0.5555  -3.875753

6932088        0.5  -3.744008

6932196     0.5740  -3.833319

6932304     0.5185  -3.819991

6932412     0.4444  -3.837510

6932520     0.4814  -3.754233

6932628     0.4351  -3.839246

6932736     0.5925  -3.821833

6932844     0.4629  -3.845271

6932952     0.4444  -3.807791

6933060     0.5555  -3.808814

6933168        0.5  -3.875103

6933276     0.4259  -3.894912

6933384     0.4629  -3.886759

6933492     0.4814  -3.934358

6933600        0.5  -3.792910

6933708     0.4814  -3.781934

6933816     0.5462  -3.777630

6933924     0.5462  -3.783490

6934032     0.6018  -3.810184

6934140     0.5833  -3.734125

6934248     0.4351  -3.719516

6934356        0.5  -3.742740

6934464     0.5740  -3.792445

6934572     0.5092  -3.792930

6934680     0.5462  -3.813901

6934788     0.4814  -3.795729

6934896     0.5925  -3.816266

6935004     0.4722  -3.832760

6935112        0.5  -3.859289

6935220     0.5370  -3.868989

6935328        0.5  -3.927253

6935436     0.4907  -3.931567

6935544     0.4722  -3.895211

6935652     0.4259  -3.839079

6935760     0.5370  -3.860826

6935868     0.5185  -3.975734

6935976     0.4629  -3.936984

6936084        0.5  -3.923651

6936192        0.5  -3.974221

6936300     0.5185  -4.058132

6936408     0.5277  -3.948122

6936516     0.6203  -3.848109

6936624     0.4444  -3.862526

6936732     0.6018  -3.911293

6936840     0.5092  -3.885995

6936948     0.4907  -3.841918

6937056     0.4537  -3.890206

6937164     0.5185  -3.875045

6937272     0.5185  -3.889181

6937380     0.5092  -3.911345

6937488     0.4444  -3.954960

6937596     0.4444  -3.895194

6937704     0.4814  -3.868164

6937812     0.5740  -3.829171

6937920     0.4814  -3.704986

6938028     0.4444  -3.654724

6938136     0.3981  -3.641908

6938244     0.5648  -3.665030

6938352     0.5462  -3.767699

6938460     0.4537  -3.769459

6938568     0.5370  -3.720563

6938676     0.4907  -3.783047

6938784     0.5092  -3.813621

6938892     0.4907  -3.840552

6939000        0.5  -3.879013

6939108        0.5  -3.901793

6939216     0.5740  -3.846781

6939324     0.4537  -3.812172

6939432     0.5555  -3.762934

6939540     0.4722  -3.743100

6939648     0.4814  -3.754430

6939756     0.5370  -3.718088

6939864     0.4259  -3.754129

6939972     0.5555  -3.650007

6940080        0.5  -3.834538

6940188     0.4444  -3.785164

6940296     0.5185  -3.820616

6940404     0.3888  -3.838895

6940512     0.5185  -3.848729

6940620     0.4907  -3.703589

6940728     0.5370  -3.801817

6940836     0.5092  -3.838344

6940944     0.5370  -3.948554

6941052     0.5833  -3.967009

6941160     0.4722  -3.889385

6941268     0.4444  -3.797503

6941376     0.4444  -3.792935

6941484     0.5092  -3.708887

6941592     0.5277  -3.858190

6941700     0.5555  -3.871394

6941808     0.5925  -3.879556

6941916        0.5  -3.889147

6942024        0.5  -3.875003

6942132     0.6388  -3.892547

6942240     0.4074  -3.813003

6942348     0.6018  -3.773739

6942456     0.4537  -3.723278

6942564     0.4444  -3.775204

6942672     0.3703  -3.889043

6942780     0.5648  -3.881875

6942888     0.4629  -3.844896

6942996     0.5370  -3.746599

6943104     0.5462  -3.724452

6943212        0.5  -3.766900

6943320     0.5462  -3.810143

6943428     0.5370  -3.877315

6943536     0.5092  -3.892238

6943644     0.4814  -3.875518

6943752     0.4907  -3.868740

6943860        0.5  -3.803171

6943968        0.5  -3.871338

6944076     0.4629  -3.769522

6944184     0.5925  -3.837200

6944292     0.4722  -3.882973

6944400     0.4629  -3.932351

6944508     0.5185  -3.885320

6944616     0.4537  -3.896354

6944724     0.4537  -3.888912

6944832     0.4351  -3.848509

6944940     0.5185  -3.837494

6945048     0.4537  -3.918245

6945156     0.5092  -3.824614

6945264        0.5  -3.850612

6945372        0.5  -3.889939

6945480     0.4722  -3.815485

6945588     0.4722  -3.817054

6945696     0.4537  -3.858530

6945804     0.5833  -3.885706

6945912     0.4907  -3.895240

